time step (dt), time (t) ,Total Energy, potential energy(E_pot) , kinetic energy (E_kin)
0.1,56.8,-3341.18,-3341.18,0.000671141
0.1,56.9,-3341.21,-3341.21,0.000672523
0.1,57,-3341.23,-3341.23,0.000673902
0.1,57.1,-3341.26,-3341.26,0.000675279
0.1,57.2,-3341.29,-3341.29,0.000676654
0.1,57.3,-3341.32,-3341.32,0.000678027
0.1,57.4,-3341.35,-3341.35,0.000679398
0.1,57.5,-3341.37,-3341.37,0.000680767
0.1,57.6,-3341.4,-3341.4,0.000682133
0.1,57.7,-3341.43,-3341.43,0.000683498
0.1,57.8,-3341.46,-3341.46,0.00068486
0.1,57.9,-3341.49,-3341.49,0.00068622
0.1,58,-3341.51,-3341.51,0.000687577
0.1,58.1,-3341.54,-3341.54,0.000688933
0.1,58.2,-3341.57,-3341.57,0.000690286
0.1,58.3,-3341.6,-3341.6,0.000691637
0.1,58.4,-3341.62,-3341.62,0.000692986
0.1,58.5,-3341.65,-3341.65,0.000694333
0.1,58.6,-3341.68,-3341.68,0.000695677
0.1,58.7,-3341.71,-3341.71,0.000697019
0.1,58.8,-3341.73,-3341.73,0.000698359
0.1,58.9,-3341.76,-3341.76,0.000699697
0.1,59,-3341.79,-3341.79,0.000701032
0.1,59.1,-3341.82,-3341.82,0.000702365
0.1,59.2,-3341.84,-3341.84,0.000703696
0.1,59.3,-3341.87,-3341.87,0.000705025
0.1,59.4,-3341.9,-3341.9,0.000706351
0.1,59.5,-3341.92,-3341.92,0.000707675
0.1,59.6,-3341.95,-3341.95,0.000708997
0.1,59.7,-3341.98,-3341.98,0.000710317
0.1,59.8,-3342,-3342.01,0.000711634
0.1,59.9,-3342.03,-3342.03,0.000712949
0.1,60,-3342.06,-3342.06,0.000714261
0.1,60.1,-3342.08,-3342.09,0.000715572
0.1,60.2,-3342.11,-3342.11,0.000716879
0.1,60.3,-3342.14,-3342.14,0.000718185
0.1,60.4,-3342.16,-3342.17,0.000719488
0.1,60.5,-3342.19,-3342.19,0.000720789
0.1,60.6,-3342.22,-3342.22,0.000722088
0.1,60.7,-3342.24,-3342.24,0.000723384
0.1,60.8,-3342.27,-3342.27,0.000724678
0.1,60.9,-3342.3,-3342.3,0.00072597
0.1,61,-3342.32,-3342.32,0.000727259
0.1,61.1,-3342.35,-3342.35,0.000728546
0.1,61.2,-3342.38,-3342.38,0.00072983
0.1,61.3,-3342.4,-3342.4,0.000731112
0.1,61.4,-3342.43,-3342.43,0.000732392
0.1,61.5,-3342.45,-3342.45,0.000733669
0.1,61.6,-3342.48,-3342.48,0.000734944
0.1,61.7,-3342.51,-3342.51,0.000736217
0.1,61.8,-3342.53,-3342.53,0.000737487
0.1,61.9,-3342.56,-3342.56,0.000738755
0.1,62,-3342.58,-3342.58,0.00074002
0.1,62.1,-3342.61,-3342.61,0.000741283
0.1,62.2,-3342.64,-3342.64,0.000742544
0.1,62.3,-3342.66,-3342.66,0.000743802
0.1,62.4,-3342.69,-3342.69,0.000745058
0.1,62.5,-3342.71,-3342.71,0.000746311
0.1,62.6,-3342.74,-3342.74,0.000747562
0.1,62.7,-3342.76,-3342.76,0.000748811
0.1,62.8,-3342.79,-3342.79,0.000750057
0.1,62.9,-3342.81,-3342.81,0.0007513
0.1,63,-3342.84,-3342.84,0.000752542
0.1,63.1,-3342.86,-3342.87,0.00075378
0.1,63.2,-3342.89,-3342.89,0.000755017
0.1,63.3,-3342.92,-3342.92,0.000756251
0.1,63.4,-3342.94,-3342.94,0.000757482
0.1,63.5,-3342.97,-3342.97,0.000758711
0.1,63.6,-3342.99,-3342.99,0.000759937
0.1,63.7,-3343.02,-3343.02,0.000761161
0.1,63.8,-3343.04,-3343.04,0.000762383
0.1,63.9,-3343.07,-3343.07,0.000763602
0.1,64,-3343.09,-3343.09,0.000764819
0.1,64.1,-3343.11,-3343.12,0.000766033
0.1,64.2,-3343.14,-3343.14,0.000767245
0.1,64.3,-3343.16,-3343.16,0.000768454
0.1,64.4,-3343.19,-3343.19,0.000769661
0.1,64.5,-3343.21,-3343.21,0.000770865
0.1,64.6,-3343.24,-3343.24,0.000772067
0.1,64.7,-3343.26,-3343.26,0.000773266
0.1,64.8,-3343.29,-3343.29,0.000774463
0.1,64.9,-3343.31,-3343.31,0.000775657
0.1,65,-3343.34,-3343.34,0.000776849
0.1,65.1,-3343.36,-3343.36,0.000778038
0.1,65.2,-3343.38,-3343.38,0.000779225
0.1,65.3,-3343.41,-3343.41,0.000780409
0.1,65.4,-3343.43,-3343.43,0.000781591
0.1,65.5,-3343.46,-3343.46,0.00078277
0.1,65.6,-3343.48,-3343.48,0.000783947
0.1,65.7,-3343.5,-3343.51,0.000785122
0.1,65.8,-3343.53,-3343.53,0.000786293
0.1,65.9,-3343.55,-3343.55,0.000787463
0.1,66,-3343.58,-3343.58,0.000788629
0.1,66.1,-3343.6,-3343.6,0.000789794
0.1,66.2,-3343.62,-3343.62,0.000790955
0.1,66.3,-3343.65,-3343.65,0.000792114
0.1,66.4,-3343.67,-3343.67,0.000793271
0.1,66.5,-3343.69,-3343.7,0.000794425
0.1,66.6,-3343.72,-3343.72,0.000795577
0.1,66.7,-3343.74,-3343.74,0.000796726
0.1,66.8,-3343.76,-3343.77,0.000797873
0.1,66.9,-3343.79,-3343.79,0.000799017
0.1,67,-3343.81,-3343.81,0.000800158
0.1,67.1,-3343.83,-3343.84,0.000801297
0.1,67.2,-3343.86,-3343.86,0.000802434
0.1,67.3,-3343.88,-3343.88,0.000803568
0.1,67.4,-3343.9,-3343.9,0.000804699
0.1,67.5,-3343.93,-3343.93,0.000805828
0.1,67.6,-3343.95,-3343.95,0.000806954
0.1,67.7,-3343.97,-3343.97,0.000808078
0.1,67.8,-3344,-3344,0.000809199
0.1,67.9,-3344.02,-3344.02,0.000810318
0.1,68,-3344.04,-3344.04,0.000811434
0.1,68.1,-3344.06,-3344.07,0.000812547
0.1,68.2,-3344.09,-3344.09,0.000813659
0.1,68.3,-3344.11,-3344.11,0.000814767
0.1,68.4,-3344.13,-3344.13,0.000815873
0.1,68.5,-3344.15,-3344.16,0.000816976
0.1,68.6,-3344.18,-3344.18,0.000818077
0.1,68.7,-3344.2,-3344.2,0.000819176
0.1,68.8,-3344.22,-3344.22,0.000820271
0.1,68.9,-3344.24,-3344.25,0.000821365
0.1,69,-3344.27,-3344.27,0.000822455
0.1,69.1,-3344.29,-3344.29,0.000823543
0.1,69.2,-3344.31,-3344.31,0.000824629
0.1,69.3,-3344.33,-3344.33,0.000825712
0.1,69.4,-3344.36,-3344.36,0.000826793
0.1,69.5,-3344.38,-3344.38,0.000827871
0.1,69.6,-3344.4,-3344.4,0.000828946
0.1,69.7,-3344.42,-3344.42,0.000830019
0.1,69.8,-3344.44,-3344.44,0.000831089
0.1,69.9,-3344.46,-3344.47,0.000832157
0.1,70,-3344.49,-3344.49,0.000833222
0.1,70.1,-3344.51,-3344.51,0.000834285
0.1,70.2,-3344.53,-3344.53,0.000835345
0.1,70.3,-3344.55,-3344.55,0.000836402
0.1,70.4,-3344.57,-3344.57,0.000837457
0.1,70.5,-3344.59,-3344.6,0.00083851
0.1,70.6,-3344.62,-3344.62,0.00083956
0.1,70.7,-3344.64,-3344.64,0.000840607
0.1,70.8,-3344.66,-3344.66,0.000841652
0.1,70.9,-3344.68,-3344.68,0.000842694
0.1,71,-3344.7,-3344.7,0.000843734
0.1,71.1,-3344.72,-3344.72,0.000844771
0.1,71.2,-3344.74,-3344.74,0.000845806
0.1,71.3,-3344.76,-3344.77,0.000846838
0.1,71.4,-3344.79,-3344.79,0.000847867
0.1,71.5,-3344.81,-3344.81,0.000848894
0.1,71.6,-3344.83,-3344.83,0.000849919
0.1,71.7,-3344.85,-3344.85,0.000850941
0.1,71.8,-3344.87,-3344.87,0.00085196
0.1,71.9,-3344.89,-3344.89,0.000852977
0.1,72,-3344.91,-3344.91,0.000853991
0.1,72.1,-3344.93,-3344.93,0.000855003
0.1,72.2,-3344.95,-3344.95,0.000856012
0.1,72.3,-3344.97,-3344.97,0.000857019
0.1,72.4,-3344.99,-3344.99,0.000858023
0.1,72.5,-3345.01,-3345.01,0.000859024
0.1,72.6,-3345.03,-3345.03,0.000860024
0.1,72.7,-3345.05,-3345.05,0.00086102
0.1,72.8,-3345.07,-3345.07,0.000862014
0.1,72.9,-3345.09,-3345.1,0.000863006
0.1,73,-3345.11,-3345.12,0.000863994
0.1,73.1,-3345.13,-3345.14,0.000864981
0.1,73.2,-3345.15,-3345.16,0.000865965
0.1,73.3,-3345.17,-3345.18,0.000866946
0.1,73.4,-3345.19,-3345.2,0.000867925
0.1,73.5,-3345.21,-3345.22,0.000868901
0.1,73.6,-3345.23,-3345.24,0.000869875
0.1,73.7,-3345.25,-3345.26,0.000870846
0.1,73.8,-3345.27,-3345.28,0.000871815
0.1,73.9,-3345.29,-3345.29,0.000872781
0.1,74,-3345.31,-3345.31,0.000873745
0.1,74.1,-3345.33,-3345.33,0.000874706
0.1,74.2,-3345.35,-3345.35,0.000875665
0.1,74.3,-3345.37,-3345.37,0.000876621
0.1,74.4,-3345.39,-3345.39,0.000877575
0.1,74.5,-3345.41,-3345.41,0.000878526
0.1,74.6,-3345.43,-3345.43,0.000879475
0.1,74.7,-3345.45,-3345.45,0.000880421
0.1,74.8,-3345.47,-3345.47,0.000881365
0.1,74.9,-3345.49,-3345.49,0.000882306
0.1,75,-3345.51,-3345.51,0.000883244
0.1,75.1,-3345.53,-3345.53,0.000884181
0.1,75.2,-3345.55,-3345.55,0.000885114
0.1,75.3,-3345.56,-3345.57,0.000886046
0.1,75.4,-3345.58,-3345.58,0.000886974
0.1,75.5,-3345.6,-3345.6,0.000887901
0.1,75.6,-3345.62,-3345.62,0.000888824
0.1,75.7,-3345.64,-3345.64,0.000889746
0.1,75.8,-3345.66,-3345.66,0.000890664
0.1,75.9,-3345.68,-3345.68,0.000891581
0.1,76,-3345.7,-3345.7,0.000892495
0.1,76.1,-3345.71,-3345.72,0.000893406
0.1,76.2,-3345.73,-3345.73,0.000894315
0.1,76.3,-3345.75,-3345.75,0.000895221
0.1,76.4,-3345.77,-3345.77,0.000896125
0.1,76.5,-3345.79,-3345.79,0.000897027
0.1,76.6,-3345.81,-3345.81,0.000897926
0.1,76.7,-3345.83,-3345.83,0.000898822
0.1,76.8,-3345.84,-3345.84,0.000899717
0.1,76.9,-3345.86,-3345.86,0.000900608
0.1,77,-3345.88,-3345.88,0.000901497
0.1,77.1,-3345.9,-3345.9,0.000902384
0.1,77.2,-3345.92,-3345.92,0.000903269
0.1,77.3,-3345.93,-3345.94,0.00090415
0.1,77.4,-3345.95,-3345.95,0.00090503
0.1,77.5,-3345.97,-3345.97,0.000905907
0.1,77.6,-3345.99,-3345.99,0.000906782
0.1,77.7,-3346.01,-3346.01,0.000907654
0.1,77.8,-3346.02,-3346.02,0.000908524
0.1,77.9,-3346.04,-3346.04,0.000909391
0.1,78,-3346.06,-3346.06,0.000910256
0.1,78.1,-3346.08,-3346.08,0.000911118
0.1,78.2,-3346.09,-3346.09,0.000911978
0.1,78.3,-3346.11,-3346.11,0.000912836
0.1,78.4,-3346.13,-3346.13,0.000913691
0.1,78.5,-3346.15,-3346.15,0.000914544
0.1,78.6,-3346.16,-3346.16,0.000915394
0.1,78.7,-3346.18,-3346.18,0.000916243
0.1,78.8,-3346.2,-3346.2,0.000917088
0.1,78.9,-3346.22,-3346.22,0.000917931
0.1,79,-3346.23,-3346.23,0.000918772
0.1,79.1,-3346.25,-3346.25,0.000919611
0.1,79.2,-3346.27,-3346.27,0.000920447
0.1,79.3,-3346.28,-3346.28,0.000921281
0.1,79.4,-3346.3,-3346.3,0.000922112
0.1,79.5,-3346.32,-3346.32,0.000922941
0.1,79.6,-3346.33,-3346.34,0.000923767
0.1,79.7,-3346.35,-3346.35,0.000924592
0.1,79.8,-3346.37,-3346.37,0.000925414
0.1,79.9,-3346.38,-3346.39,0.000926233
0.1,80,-3346.4,-3346.4,0.00092705
0.1,80.1,-3346.42,-3346.42,0.000927865
0.1,80.2,-3346.43,-3346.44,0.000928677
0.1,80.3,-3346.45,-3346.45,0.000929488
0.1,80.4,-3346.47,-3346.47,0.000930295
0.1,80.5,-3346.48,-3346.49,0.000931101
0.1,80.6,-3346.5,-3346.5,0.000931904
0.1,80.7,-3346.52,-3346.52,0.000932705
0.1,80.8,-3346.53,-3346.53,0.000933503
0.1,80.9,-3346.55,-3346.55,0.000934299
0.1,81,-3346.57,-3346.57,0.000935093
0.1,81.1,-3346.58,-3346.58,0.000935884
0.1,81.2,-3346.6,-3346.6,0.000936674
0.1,81.3,-3346.61,-3346.62,0.00093746
0.1,81.4,-3346.63,-3346.63,0.000938245
0.1,81.5,-3346.65,-3346.65,0.000939027
0.1,81.6,-3346.66,-3346.66,0.000939807
0.1,81.7,-3346.68,-3346.68,0.000940585
0.1,81.8,-3346.69,-3346.69,0.00094136
0.1,81.9,-3346.71,-3346.71,0.000942133
0.1,82,-3346.73,-3346.73,0.000942904
0.1,82.1,-3346.74,-3346.74,0.000943673
0.1,82.2,-3346.76,-3346.76,0.000944439
0.1,82.3,-3346.77,-3346.77,0.000945203
0.1,82.4,-3346.79,-3346.79,0.000945965
0.1,82.5,-3346.8,-3346.8,0.000946724
0.1,82.6,-3346.82,-3346.82,0.000947481
0.1,82.7,-3346.83,-3346.84,0.000948236
0.1,82.8,-3346.85,-3346.85,0.000948989
0.1,82.9,-3346.86,-3346.87,0.000949739
0.1,83,-3346.88,-3346.88,0.000950488
0.1,83.1,-3346.9,-3346.9,0.000951234
0.1,83.2,-3346.91,-3346.91,0.000951977
0.1,83.3,-3346.93,-3346.93,0.000952719
0.1,83.4,-3346.94,-3346.94,0.000953458
0.1,83.5,-3346.96,-3346.96,0.000954195
0.1,83.6,-3346.97,-3346.97,0.00095493
0.1,83.7,-3346.99,-3346.99,0.000955663
0.1,83.8,-3347,-3347,0.000956393
0.1,83.9,-3347.02,-3347.02,0.000957122
0.1,84,-3347.03,-3347.03,0.000957848
0.1,84.1,-3347.05,-3347.05,0.000958572
0.1,84.2,-3347.06,-3347.06,0.000959293
0.1,84.3,-3347.07,-3347.08,0.000960013
0.1,84.4,-3347.09,-3347.09,0.00096073
0.1,84.5,-3347.1,-3347.1,0.000961445
0.1,84.6,-3347.12,-3347.12,0.000962158
0.1,84.7,-3347.13,-3347.13,0.000962869
0.1,84.8,-3347.15,-3347.15,0.000963578
0.1,84.9,-3347.16,-3347.16,0.000964284
0.1,85,-3347.18,-3347.18,0.000964989
0.1,85.1,-3347.19,-3347.19,0.000965691
0.1,85.2,-3347.2,-3347.21,0.000966391
0.1,85.3,-3347.22,-3347.22,0.000967089
0.1,85.4,-3347.23,-3347.23,0.000967785
0.1,85.5,-3347.25,-3347.25,0.000968479
0.1,85.6,-3347.26,-3347.26,0.00096917
0.1,85.7,-3347.28,-3347.28,0.00096986
0.1,85.8,-3347.29,-3347.29,0.000970547
0.1,85.9,-3347.3,-3347.3,0.000971232
0.1,86,-3347.32,-3347.32,0.000971915
0.1,86.1,-3347.33,-3347.33,0.000972596
0.1,86.2,-3347.35,-3347.35,0.000973275
0.1,86.3,-3347.36,-3347.36,0.000973952
0.1,86.4,-3347.37,-3347.37,0.000974627
0.1,86.5,-3347.39,-3347.39,0.0009753
0.1,86.6,-3347.4,-3347.4,0.00097597
0.1,86.7,-3347.41,-3347.41,0.000976639
0.1,86.8,-3347.43,-3347.43,0.000977305
0.1,86.9,-3347.44,-3347.44,0.00097797
0.1,87,-3347.45,-3347.46,0.000978632
0.1,87.1,-3347.47,-3347.47,0.000979292
0.1,87.2,-3347.48,-3347.48,0.000979951
0.1,87.3,-3347.49,-3347.5,0.000980607
0.1,87.4,-3347.51,-3347.51,0.000981261
0.1,87.5,-3347.52,-3347.52,0.000981913
0.1,87.6,-3347.53,-3347.54,0.000982563
0.1,87.7,-3347.55,-3347.55,0.000983211
0.1,87.8,-3347.56,-3347.56,0.000983857
0.1,87.9,-3347.57,-3347.58,0.000984502
0.1,88,-3347.59,-3347.59,0.000985144
0.1,88.1,-3347.6,-3347.6,0.000985784
0.1,88.2,-3347.61,-3347.61,0.000986422
0.1,88.3,-3347.63,-3347.63,0.000987058
0.1,88.4,-3347.64,-3347.64,0.000987692
0.1,88.5,-3347.65,-3347.65,0.000988324
0.1,88.6,-3347.67,-3347.67,0.000988954
0.1,88.7,-3347.68,-3347.68,0.000989583
0.1,88.8,-3347.69,-3347.69,0.000990209
0.1,88.9,-3347.7,-3347.7,0.000990833
0.1,89,-3347.72,-3347.72,0.000991455
0.1,89.1,-3347.73,-3347.73,0.000992076
0.1,89.2,-3347.74,-3347.74,0.000992694
0.1,89.3,-3347.75,-3347.76,0.000993311
0.1,89.4,-3347.77,-3347.77,0.000993925
0.1,89.5,-3347.78,-3347.78,0.000994538
0.1,89.6,-3347.79,-3347.79,0.000995149
0.1,89.7,-3347.8,-3347.81,0.000995757
0.1,89.8,-3347.82,-3347.82,0.000996364
0.1,89.9,-3347.83,-3347.83,0.000996969
0.1,90,-3347.84,-3347.84,0.000997572
0.1,90.1,-3347.85,-3347.85,0.000998174
0.1,90.2,-3347.87,-3347.87,0.000998773
0.1,90.3,-3347.88,-3347.88,0.00099937
0.1,90.4,-3347.89,-3347.89,0.000999966
0.1,90.5,-3347.9,-3347.9,0.00100056
0.1,90.6,-3347.91,-3347.92,0.00100115
0.1,90.7,-3347.93,-3347.93,0.00100174
0.1,90.8,-3347.94,-3347.94,0.00100233
0.1,90.9,-3347.95,-3347.95,0.00100292
0.1,91,-3347.96,-3347.96,0.0010035
0.1,91.1,-3347.97,-3347.98,0.00100408
0.1,91.2,-3347.99,-3347.99,0.00100466
0.1,91.3,-3348,-3348,0.00100524
0.1,91.4,-3348.01,-3348.01,0.00100582
0.1,91.5,-3348.02,-3348.02,0.00100639
0.1,91.6,-3348.03,-3348.03,0.00100697
0.1,91.7,-3348.04,-3348.05,0.00100754
0.1,91.8,-3348.06,-3348.06,0.00100811
0.1,91.9,-3348.07,-3348.07,0.00100868
0.1,92,-3348.08,-3348.08,0.00100924
0.1,92.1,-3348.09,-3348.09,0.00100981
0.1,92.2,-3348.1,-3348.1,0.00101037
0.1,92.3,-3348.11,-3348.11,0.00101093
0.1,92.4,-3348.13,-3348.13,0.00101149
0.1,92.5,-3348.14,-3348.14,0.00101205
0.1,92.6,-3348.15,-3348.15,0.0010126
0.1,92.7,-3348.16,-3348.16,0.00101316
0.1,92.8,-3348.17,-3348.17,0.00101371
0.1,92.9,-3348.18,-3348.18,0.00101426
0.1,93,-3348.19,-3348.19,0.00101481
0.1,93.1,-3348.2,-3348.21,0.00101536
0.1,93.2,-3348.22,-3348.22,0.0010159
0.1,93.3,-3348.23,-3348.23,0.00101644
0.1,93.4,-3348.24,-3348.24,0.00101699
0.1,93.5,-3348.25,-3348.25,0.00101753
0.1,93.6,-3348.26,-3348.26,0.00101806
0.1,93.7,-3348.27,-3348.27,0.0010186
0.1,93.8,-3348.28,-3348.28,0.00101914
0.1,93.9,-3348.29,-3348.29,0.00101967
0.1,94,-3348.3,-3348.3,0.0010202
0.1,94.1,-3348.31,-3348.32,0.00102073
0.1,94.2,-3348.32,-3348.33,0.00102126
0.1,94.3,-3348.34,-3348.34,0.00102179
0.1,94.4,-3348.35,-3348.35,0.00102231
0.1,94.5,-3348.36,-3348.36,0.00102283
0.1,94.6,-3348.37,-3348.37,0.00102335
0.1,94.7,-3348.38,-3348.38,0.00102387
0.1,94.8,-3348.39,-3348.39,0.00102439
0.1,94.9,-3348.4,-3348.4,0.00102491
0.1,95,-3348.41,-3348.41,0.00102542
0.1,95.1,-3348.42,-3348.42,0.00102594
0.1,95.2,-3348.43,-3348.43,0.00102645
0.1,95.3,-3348.44,-3348.44,0.00102696
0.1,95.4,-3348.45,-3348.45,0.00102747
0.1,95.5,-3348.46,-3348.46,0.00102798
0.1,95.6,-3348.47,-3348.47,0.00102848
0.1,95.7,-3348.48,-3348.48,0.00102899
0.1,95.8,-3348.49,-3348.49,0.00102949
0.1,95.9,-3348.5,-3348.5,0.00102999
0.1,96,-3348.51,-3348.51,0.00103049
0.1,96.1,-3348.52,-3348.52,0.00103099
0.1,96.2,-3348.53,-3348.53,0.00103148
0.1,96.3,-3348.54,-3348.54,0.00103198
0.1,96.4,-3348.55,-3348.55,0.00103247
0.1,96.5,-3348.56,-3348.56,0.00103296
0.1,96.6,-3348.57,-3348.57,0.00103345
0.1,96.7,-3348.58,-3348.58,0.00103394
0.1,96.8,-3348.59,-3348.59,0.00103443
0.1,96.9,-3348.6,-3348.6,0.00103491
0.1,97,-3348.61,-3348.61,0.00103539
0.1,97.1,-3348.62,-3348.62,0.00103588
0.1,97.2,-3348.63,-3348.63,0.00103636
0.1,97.3,-3348.64,-3348.64,0.00103684
0.1,97.4,-3348.65,-3348.65,0.00103731
0.1,97.5,-3348.66,-3348.66,0.00103779
0.1,97.6,-3348.67,-3348.67,0.00103827
0.1,97.7,-3348.68,-3348.68,0.00103874
0.1,97.8,-3348.69,-3348.69,0.00103921
0.1,97.9,-3348.7,-3348.7,0.00103968
0.1,98,-3348.71,-3348.71,0.00104015
0.1,98.1,-3348.72,-3348.72,0.00104062
0.1,98.2,-3348.73,-3348.73,0.00104108
0.1,98.3,-3348.74,-3348.74,0.00104155
0.1,98.4,-3348.75,-3348.75,0.00104201
0.1,98.5,-3348.76,-3348.76,0.00104247
0.1,98.6,-3348.77,-3348.77,0.00104294
0.1,98.7,-3348.78,-3348.78,0.00104339
0.1,98.8,-3348.79,-3348.79,0.00104385
0.1,98.9,-3348.8,-3348.8,0.00104431
0.1,99,-3348.8,-3348.81,0.00104476
0.1,99.1,-3348.81,-3348.81,0.00104522
0.1,99.2,-3348.82,-3348.82,0.00104567
0.1,99.3,-3348.83,-3348.83,0.00104612
0.1,99.4,-3348.84,-3348.84,0.00104657
0.1,99.5,-3348.85,-3348.85,0.00104702
0.1,99.6,-3348.86,-3348.86,0.00104746
0.1,99.7,-3348.87,-3348.87,0.00104791
0.1,99.8,-3348.88,-3348.88,0.00104835
0.1,99.9,-3348.89,-3348.89,0.00104879
0.1,100,-3348.9,-3348.9,0.00104924
